seed,time,uav_id,current_x,current_y,current_z,target_source,target_x,target_y,target_z,angle,phi,speed
1,0.1,UAV_0,107.49139528992097,677.9469895497862,176.37746189766142,random,0.0,0.0,0.0,5.7088739152039825,0.0,10.508917219869216
1,0.1,UAV_1,204.05522059153736,396.34806967355274,144.94910647887383,random,0.0,0.0,0.0,1.84483210304155,0.0,20.82824945586993
1,0.2,UAV_0,108.37368887195964,677.3760854891648,176.37746189766142,random,0.0,0.0,0.0,3.945601153080871,0.0,19.192069314754672
1,0.2,UAV_1,203.4915689674298,398.3531773017364,144.94910647887383,random,0.0,0.0,0.0,1.9101228282100655,0.0,15.795632291809712
1,0.3,UAV_0,107.04209397472705,675.9939819201485,176.37746189766142,random,0.0,0.0,0.0,4.815421215151195,0.0,27.1989305759058
1,0.3,UAV_1,202.9658080727613,399.84267234255327,144.94910647887383,random,0.0,0.0,0.0,1.2064444584414018,0.0,12.417799196116128
1,0.4,UAV_0,107.3218350825648,673.2885128005104,176.37746189766142,random,0.0,0.0,0.0,6.0159239754140135,0.0,16.65390370720258
1,0.4,UAV_1,203.4083086286769,401.002935513892,144.94910647887383,random,0.0,0.0,0.0,0.35093820466716336,0.0,24.429688151665367
1,0.5,UAV_0,108.92810038143816,672.848698207161,176.37746189766142,random,0.0,0.0,0.0,3.5339188576662646,0.0,29.46902809776053
1,0.5,UAV_1,205.70237993869614,401.84277684201464,144.94910647887383,random,0.0,0.0,0.0,6.208054633853426,0.0,19.98724115583262
1,0.6,UAV_0,106.20509687485682,671.7219825937909,176.37746189766142,random,0.0,0.0,0.0,0.09795691001279429,0.0,28.818269596291156
1,0.6,UAV_1,207.6954656900948,401.6927525846904,144.94910647887383,random,0.0,0.0,0.0,0.8892380493330296,0.0,17.86707246139679
1,0.7,UAV_0,109.07310852062055,672.0038262117935,176.37746189766142,random,0.0,0.0,0.0,4.718476299609858,0.0,27.065759008307133
1,0.7,UAV_1,208.8210982843268,403.080295033126,144.94910647887383,nearest_mission,751.3193302228085,304.9633901505699,100.0,-0.17892702783085976,-0.08135304196928811,19.604539460352058
1,0.8,UAV_0,109.08958421038325,669.2973004575091,176.37746189766142,random,0.0,0.0,0.0,0.9323851846809951,0.0,24.874613105863965
1,0.8,UAV_1,210.7438736523381,402.7325394888921,144.78979345320207,nearest_mission,751.3193302228085,304.9633901505699,100.0,-0.17892702783085973,-0.0813530419692881,18.08576187704712
1,0.9,UAV_0,110.57191283099736,671.2948403525231,176.37746189766142,random,0.0,0.0,0.0,6.267315605053364,0.0,23.294870432169347
1,0.9,UAV_1,212.51769024819498,402.4117248134361,144.64282252067707,nearest_mission,751.3193302228085,304.9633901505699,100.0,-0.17892702783085968,-0.08135304196928811,17.34247662854176
1,1.0,UAV_0,112.90110654268994,671.257873638748,176.37746189766142,random,0.0,0.0,0.0,0.6957702199265636,0.0,27.654640481329075
1,1.0,UAV_1,214.21860686238574,402.1040949193231,144.5018917719634,nearest_mission,751.3193302228085,304.9633901505699,100.0,-0.17892702783085962,-0.08135304196928814,25.516752999199305
