seed,time,task_id,task_node_id,source_node_id,target_node_id,target_node_type,candidate_count,nearest_distance
1,12.2,Task_25,UAV_1,UAV_1,UAV_0,uav,6,0.0
1,12.2,Task_23,UAV_0,UAV_0,UAV_1,uav,5,0.0
1,12.2,Task_30,vehicle_0,vehicle_0,RSU_1,rsu,5,0.0
1,12.2,Task_35,vehicle_4,vehicle_4,vehicle_1,vehicle,6,0.0
1,12.2,Task_39,vehicle_6,vehicle_6,vehicle_5,vehicle,7,0.0
1,12.2,Task_37,vehicle_5,vehicle_5,vehicle_6,vehicle,6,0.0
1,12.7,Task_53,vehicle_6,vehicle_6,vehicle_5,vehicle,5,0.0
1,13.4,Task_46,vehicle_0,vehicle_0,RSU_1,rsu,5,0.0
1,13.5,Task_49,vehicle_4,vehicle_4,vehicle_1,vehicle,5,0.0
1,13.6,Task_40,UAV_0,UAV_0,UAV_1,uav,5,0.0
1,13.9,Task_43,UAV_1,UAV_1,vehicle_11,vehicle,8,0.0
1,14.3,Task_47,vehicle_0,vehicle_0,RSU_1,rsu,6,0.0
1,14.3,Task_50,vehicle_4,vehicle_4,vehicle_1,vehicle,5,0.0
1,14.8,Task_41,UAV_0,UAV_0,UAV_1,uav,7,0.0
1,16.1,Task_44,UAV_1,UAV_1,vehicle_11,vehicle,8,0.0
1,16.2,Task_45,UAV_1,UAV_1,vehicle_11,vehicle,8,0.0
1,16.2,Task_42,UAV_0,UAV_0,UAV_1,uav,5,0.0
1,16.2,Task_48,vehicle_0,vehicle_0,RSU_1,rsu,6,0.0
1,16.2,Task_51,vehicle_4,vehicle_4,vehicle_1,vehicle,5,0.0
1,16.2,Task_54,vehicle_6,vehicle_6,vehicle_11,vehicle,5,0.0
1,16.2,Task_52,vehicle_5,vehicle_5,vehicle_2,vehicle,9,0.0
1,16.2,Task_55,vehicle_9,vehicle_9,UAV_0,uav,7,0.0
1,16.3,Task_75,vehicle_6,vehicle_6,vehicle_11,vehicle,5,0.0
1,16.3,Task_78,vehicle_15,vehicle_15,RSU_2,rsu,7,0.0
1,16.6,Task_79,vehicle_15,vehicle_15,RSU_2,rsu,7,0.0
1,16.6,Task_80,vehicle_15,vehicle_15,RSU_2,rsu,7,0.0
1,16.7,Task_70,vehicle_5,vehicle_5,vehicle_2,vehicle,5,0.0
1,16.7,Task_81,vehicle_15,vehicle_15,RSU_2,rsu,7,0.0
1,17.3,Task_64,UAV_1,UAV_1,vehicle_21,vehicle,6,0.0
1,17.4,Task_69,vehicle_4,vehicle_4,vehicle_1,vehicle,5,0.0
1,17.4,Task_71,vehicle_5,vehicle_5,vehicle_2,vehicle,6,0.0
1,17.5,Task_63,UAV_0,UAV_0,UAV_1,uav,7,0.0
1,17.7,Task_83,vehicle_16,vehicle_16,vehicle_3,vehicle,5,0.0
1,18.4,Task_88,vehicle_18,vehicle_18,RSU_1,rsu,5,0.0
1,18.8,Task_65,UAV_1,UAV_1,UAV_0,uav,7,0.0
1,19.0,Task_72,vehicle_5,vehicle_5,vehicle_2,vehicle,6,0.0
1,19.0,Task_77,vehicle_9,vehicle_9,UAV_0,uav,7,0.0
1,19.2,Task_76,vehicle_6,vehicle_6,vehicle_11,vehicle,6,0.0
1,19.3,Task_89,vehicle_18,vehicle_18,RSU_1,rsu,5,0.0
1,19.3,Task_91,vehicle_19,vehicle_19,RSU_3,rsu,9,0.0
1,19.4,Task_86,vehicle_17,vehicle_17,vehicle_24,vehicle,5,0.0
1,19.5,Task_84,vehicle_16,vehicle_16,vehicle_3,vehicle,5,0.0
1,19.6,Task_90,vehicle_18,vehicle_18,RSU_1,rsu,5,0.0
1,19.7,Task_73,vehicle_5,vehicle_5,vehicle_2,vehicle,7,0.0
1,19.7,Task_85,vehicle_16,vehicle_16,vehicle_3,vehicle,5,0.0
1,19.8,Task_66,UAV_1,UAV_1,UAV_0,uav,7,0.0
1,19.8,Task_82,vehicle_15,vehicle_15,RSU_2,rsu,8,0.0
1,19.9,Task_67,UAV_1,UAV_1,UAV_0,uav,7,0.0
1,19.9,Task_68,vehicle_0,vehicle_0,RSU_1,rsu,5,0.0
1,20.0,Task_74,vehicle_5,vehicle_5,vehicle_2,vehicle,10,0.0
