seed,time,task_id,task_node_id,assigned_to,assigned_node_type,allocated_cpu,num_tasks_on_node
1,16.5,Task_44,UAV_1,vehicle_11,vehicle,0.6666666666666666,3
1,16.5,Task_45,UAV_1,vehicle_11,vehicle,0.6666666666666666,3
1,16.5,Task_54,vehicle_6,vehicle_11,vehicle,0.6666666666666666,3
1,16.6,Task_79,vehicle_15,RSU_2,rsu,1.0,2
1,16.6,Task_80,vehicle_15,RSU_2,rsu,1.0,2
1,16.6,Task_45,UAV_1,vehicle_11,vehicle,0.6666666666666666,3
1,16.6,Task_54,vehicle_6,vehicle_11,vehicle,0.6666666666666666,3
1,16.6,Task_75,vehicle_6,vehicle_11,vehicle,0.6666666666666666,3
1,16.7,Task_79,vehicle_15,RSU_2,rsu,0.6666666666666666,3
1,16.7,Task_80,vehicle_15,RSU_2,rsu,0.6666666666666666,3
1,16.7,Task_81,vehicle_15,RSU_2,rsu,0.6666666666666666,3
1,16.7,Task_70,vehicle_5,vehicle_2,vehicle,2.0,1
1,16.7,Task_45,UAV_1,vehicle_11,vehicle,1.0,2
1,16.7,Task_75,vehicle_6,vehicle_11,vehicle,1.0,2
1,16.8,Task_79,vehicle_15,RSU_2,rsu,0.6666666666666666,3
1,16.8,Task_80,vehicle_15,RSU_2,rsu,0.6666666666666666,3
1,16.8,Task_81,vehicle_15,RSU_2,rsu,0.6666666666666666,3
1,16.8,Task_70,vehicle_5,vehicle_2,vehicle,2.0,1
1,16.8,Task_45,UAV_1,vehicle_11,vehicle,1.0,2
1,16.8,Task_75,vehicle_6,vehicle_11,vehicle,1.0,2
1,16.9,Task_79,vehicle_15,RSU_2,rsu,0.6666666666666666,3
1,16.9,Task_80,vehicle_15,RSU_2,rsu,0.6666666666666666,3
1,16.9,Task_81,vehicle_15,RSU_2,rsu,0.6666666666666666,3
1,16.9,Task_70,vehicle_5,vehicle_2,vehicle,2.0,1
1,16.9,Task_45,UAV_1,vehicle_11,vehicle,1.0,2
1,16.9,Task_75,vehicle_6,vehicle_11,vehicle,1.0,2
1,17.0,Task_79,vehicle_15,RSU_2,rsu,5.0,2
1,17.0,Task_81,vehicle_15,RSU_2,rsu,5.0,2
1,17.3,Task_64,UAV_1,vehicle_21,vehicle,2.0,1
1,17.4,Task_69,vehicle_4,vehicle_1,vehicle,2.0,1
1,17.4,Task_71,vehicle_5,vehicle_2,vehicle,2.0,1
1,17.4,Task_64,UAV_1,vehicle_21,vehicle,2.0,1
1,17.5,Task_69,vehicle_4,vehicle_1,vehicle,2.0,1
1,17.5,Task_63,UAV_0,UAV_1,uav,2.0,1
1,17.5,Task_71,vehicle_5,vehicle_2,vehicle,2.0,1
1,17.5,Task_64,UAV_1,vehicle_21,vehicle,2.0,1
1,17.6,Task_63,UAV_0,UAV_1,uav,3.0,1
1,17.7,Task_83,vehicle_16,vehicle_3,vehicle,2.0,1
1,17.8,Task_83,vehicle_16,vehicle_3,vehicle,2.0,1
1,17.9,Task_83,vehicle_16,vehicle_3,vehicle,2.0,1
1,18.0,Task_83,vehicle_16,vehicle_3,vehicle,2.0,1
1,18.4,Task_88,vehicle_18,RSU_1,rsu,10.0,1
1,18.8,Task_65,UAV_1,UAV_0,uav,3.0,1
1,18.9,Task_65,UAV_1,UAV_0,uav,3.0,1
1,19.0,Task_65,UAV_1,UAV_0,uav,1.0,2
1,19.0,Task_77,vehicle_9,UAV_0,uav,1.0,2
1,19.0,Task_72,vehicle_5,vehicle_2,vehicle,2.0,1
1,19.1,Task_77,vehicle_9,UAV_0,uav,2.0,1
1,19.1,Task_72,vehicle_5,vehicle_2,vehicle,2.0,1
1,19.2,Task_72,vehicle_5,vehicle_2,vehicle,2.0,1
1,19.2,Task_76,vehicle_6,vehicle_11,vehicle,2.0,1
1,19.3,Task_89,vehicle_18,RSU_1,rsu,10.0,1
1,19.3,Task_76,vehicle_6,vehicle_11,vehicle,10.0,1
1,19.3,Task_91,vehicle_19,RSU_3,rsu,10.0,1
1,19.4,Task_86,vehicle_17,vehicle_24,vehicle,2.0,1
1,19.5,Task_84,vehicle_16,vehicle_3,vehicle,2.0,1
1,19.5,Task_86,vehicle_17,vehicle_24,vehicle,2.0,1
1,19.6,Task_84,vehicle_16,vehicle_3,vehicle,2.0,1
1,19.6,Task_90,vehicle_18,RSU_1,rsu,2.0,1
1,19.6,Task_86,vehicle_17,vehicle_24,vehicle,2.0,1
1,19.7,Task_85,vehicle_16,vehicle_3,vehicle,2.0,1
1,19.7,Task_90,vehicle_18,RSU_1,rsu,2.0,1
1,19.7,Task_73,vehicle_5,vehicle_2,vehicle,2.0,1
1,19.7,Task_86,vehicle_17,vehicle_24,vehicle,2.0,1
1,19.8,Task_66,UAV_1,UAV_0,uav,2.0,1
1,19.8,Task_82,vehicle_15,RSU_2,rsu,2.0,1
1,19.8,Task_85,vehicle_16,vehicle_3,vehicle,2.0,1
1,19.8,Task_90,vehicle_18,RSU_1,rsu,2.0,1
1,19.8,Task_73,vehicle_5,vehicle_2,vehicle,2.0,1
1,19.9,Task_66,UAV_1,UAV_0,uav,1.0,2
1,19.9,Task_67,UAV_1,UAV_0,uav,1.0,2
1,19.9,Task_82,vehicle_15,RSU_2,rsu,2.0,1
1,19.9,Task_85,vehicle_16,vehicle_3,vehicle,2.0,1
1,19.9,Task_68,vehicle_0,RSU_1,rsu,2.0,1
1,19.9,Task_73,vehicle_5,vehicle_2,vehicle,2.0,1
1,20.0,Task_66,UAV_1,UAV_0,uav,1.0,2
1,20.0,Task_67,UAV_1,UAV_0,uav,1.0,2
1,20.0,Task_82,vehicle_15,RSU_2,rsu,2.0,1
1,20.0,Task_68,vehicle_0,RSU_1,rsu,2.0,1
1,20.0,Task_74,vehicle_5,vehicle_2,vehicle,2.0,1
