seed,time,task_id,task_node_id,assigned_to,assigned_node_type,allocated_cpu,num_tasks_on_node
0,0.4,Task_3,UAV_0,RSU_3,rsu,10.0,1
0,0.8,Task_6,UAV_1,RSU_2,rsu,10.0,1
0,1.8,Task_4,UAV_0,RSU_3,rsu,10.0,1
0,3.9,Task_5,UAV_0,RSU_3,rsu,10.0,1
0,4.4,Task_31,vehicle_4,UAV_1,uav,3.0,1
0,4.5,Task_31,vehicle_4,UAV_1,uav,3.0,1
0,4.7,Task_27,vehicle_3,RSU_2,rsu,10.0,1
0,4.9,Task_20,vehicle_1,RSU_1,rsu,10.0,1
0,5.8,Task_21,vehicle_1,RSU_1,rsu,10.0,1
0,5.9,Task_16,UAV_1,vehicle_4,vehicle,2.0,1
0,6.0,Task_16,UAV_1,vehicle_4,vehicle,1.0,2
0,6.0,Task_17,UAV_1,vehicle_4,vehicle,1.0,2
0,6.1,Task_16,UAV_1,vehicle_4,vehicle,1.0,2
0,6.1,Task_17,UAV_1,vehicle_4,vehicle,1.0,2
0,6.2,Task_22,vehicle_1,RSU_1,rsu,2.0,1
0,6.2,Task_16,UAV_1,vehicle_4,vehicle,1.0,2
0,6.2,Task_17,UAV_1,vehicle_4,vehicle,1.0,2
0,6.3,Task_22,vehicle_1,RSU_1,rsu,2.0,1
0,6.3,Task_16,UAV_1,vehicle_4,vehicle,1.0,2
0,6.3,Task_17,UAV_1,vehicle_4,vehicle,1.0,2
0,6.4,Task_22,vehicle_1,RSU_1,rsu,2.0,1
0,6.4,Task_16,UAV_1,vehicle_4,vehicle,0.6666666666666666,3
0,6.4,Task_17,UAV_1,vehicle_4,vehicle,0.6666666666666666,3
0,6.4,Task_18,UAV_1,vehicle_4,vehicle,0.6666666666666666,3
0,6.5,Task_16,UAV_1,vehicle_4,vehicle,0.6666666666666666,3
0,6.5,Task_17,UAV_1,vehicle_4,vehicle,0.6666666666666666,3
0,6.5,Task_18,UAV_1,vehicle_4,vehicle,0.6666666666666666,3
0,6.6,Task_17,UAV_1,vehicle_4,vehicle,1.0,2
0,6.6,Task_18,UAV_1,vehicle_4,vehicle,1.0,2
0,6.7,Task_18,UAV_1,vehicle_4,vehicle,2.0,1
0,7.7,Task_24,vehicle_2,UAV_1,uav,3.0,1
0,7.8,Task_24,vehicle_2,UAV_1,uav,3.0,1
0,7.9,Task_28,vehicle_3,RSU_2,rsu,3.0,1
0,7.9,Task_24,vehicle_2,UAV_1,uav,1.5,2
0,7.9,Task_25,vehicle_2,UAV_1,uav,1.5,2
0,8.0,Task_28,vehicle_3,RSU_2,rsu,1.5,2
0,8.0,Task_29,vehicle_3,RSU_2,rsu,1.5,2
0,8.0,Task_25,vehicle_2,UAV_1,uav,3.0,1
0,8.1,Task_14,UAV_0,RSU_3,rsu,10.0,1
0,8.1,Task_28,vehicle_3,RSU_2,rsu,5.0,2
0,8.1,Task_29,vehicle_3,RSU_2,rsu,5.0,2
0,8.2,Task_15,UAV_0,RSU_3,rsu,10.0,1
0,8.2,Task_30,vehicle_3,RSU_2,rsu,10.0,1
0,8.2,Task_26,vehicle_2,UAV_1,uav,10.0,1
0,8.2,Task_23,vehicle_1,RSU_1,rsu,10.0,1
0,8.2,Task_19,UAV_1,vehicle_4,vehicle,10.0,1
0,8.2,Task_32,vehicle_4,vehicle_5,vehicle,10.0,1
0,8.2,Task_33,vehicle_5,RSU_0,rsu,10.0,1
0,8.4,Task_44,vehicle_1,RSU_1,rsu,10.0,1
0,8.5,Task_42,UAV_1,vehicle_2,vehicle,2.0,1
0,8.6,Task_42,UAV_1,vehicle_2,vehicle,2.0,1
0,8.7,Task_51,vehicle_4,vehicle_5,vehicle,2.0,1
0,8.8,Task_51,vehicle_4,vehicle_5,vehicle,2.0,1
0,9.1,Task_62,vehicle_8,vehicle_1,vehicle,2.0,1
0,9.2,Task_62,vehicle_8,vehicle_1,vehicle,2.0,1
0,9.3,Task_62,vehicle_8,vehicle_1,vehicle,2.0,1
0,9.5,Task_63,vehicle_8,vehicle_11,vehicle,2.0,1
0,9.6,Task_63,vehicle_8,vehicle_11,vehicle,2.0,1
0,9.7,Task_52,vehicle_4,vehicle_5,vehicle,2.0,1
0,9.7,Task_63,vehicle_8,vehicle_11,vehicle,2.0,1
0,9.8,Task_52,vehicle_4,vehicle_5,vehicle,2.0,1
0,9.9,Task_52,vehicle_4,vehicle_5,vehicle,2.0,1
0,10.0,Task_52,vehicle_4,vehicle_5,vehicle,2.0,1
0,10.1,Task_59,vehicle_6,RSU_2,rsu,10.0,1
0,10.1,Task_56,vehicle_5,RSU_0,rsu,10.0,1
0,10.2,Task_40,UAV_0,RSU_3,rsu,10.0,1
0,10.3,Task_53,vehicle_4,vehicle_5,vehicle,2.0,1
0,10.4,Task_53,vehicle_4,vehicle_5,vehicle,2.0,1
0,10.4,Task_65,vehicle_9,vehicle_7,vehicle,2.0,1
0,10.5,Task_53,vehicle_4,vehicle_5,vehicle,2.0,1
0,10.5,Task_65,vehicle_9,vehicle_7,vehicle,2.0,1
0,10.6,Task_65,vehicle_9,vehicle_7,vehicle,2.0,1
0,10.7,Task_54,vehicle_4,vehicle_5,vehicle,2.0,1
0,10.8,Task_54,vehicle_4,vehicle_5,vehicle,2.0,1
0,11.2,Task_45,vehicle_1,RSU_1,rsu,10.0,1
0,11.3,Task_66,vehicle_9,vehicle_7,vehicle,2.0,1
0,11.4,Task_60,vehicle_6,RSU_2,rsu,2.0,1
0,11.4,Task_57,vehicle_5,RSU_0,rsu,2.0,1
0,11.4,Task_66,vehicle_9,vehicle_7,vehicle,2.0,1
0,11.5,Task_60,vehicle_6,RSU_2,rsu,2.0,1
0,11.5,Task_57,vehicle_5,RSU_0,rsu,2.0,1
0,11.5,Task_47,vehicle_2,vehicle_12,vehicle,2.0,1
0,11.6,Task_57,vehicle_5,RSU_0,rsu,2.0,1
0,11.6,Task_47,vehicle_2,vehicle_12,vehicle,2.0,1
0,12.0,Task_49,vehicle_3,RSU_2,rsu,10.0,1
0,12.2,Task_41,UAV_0,RSU_3,rsu,2.0,1
0,12.2,Task_50,vehicle_3,RSU_2,rsu,2.0,1
0,12.2,Task_46,vehicle_1,RSU_1,rsu,2.0,1
0,12.2,Task_58,vehicle_5,RSU_0,rsu,2.0,1
0,12.2,Task_61,vehicle_6,vehicle_2,vehicle,2.0,1
0,12.2,Task_64,vehicle_8,vehicle_1,vehicle,2.0,1
0,12.2,Task_43,UAV_1,vehicle_11,vehicle,2.0,1
0,12.2,Task_67,vehicle_9,vehicle_7,vehicle,2.0,1
0,12.2,Task_48,vehicle_2,vehicle_12,vehicle,2.0,1
0,12.2,Task_55,vehicle_4,vehicle_14,vehicle,2.0,1
0,12.3,Task_41,UAV_0,RSU_3,rsu,2.0,1
0,12.3,Task_50,vehicle_3,RSU_2,rsu,2.0,1
0,12.3,Task_46,vehicle_1,RSU_1,rsu,2.0,1
0,12.3,Task_58,vehicle_5,RSU_0,rsu,2.0,1
0,12.3,Task_61,vehicle_6,vehicle_2,vehicle,2.0,1
