seed,time,uav_id,current_x,current_y,current_z,target_source,target_x,target_y,target_z,angle,phi,speed
0,0.1,UAV_0,675.5374812200384,606.363522352242,142.05715808308452,random,0.0,0.0,0.0,3.8459108515969884,0.0,27.009476525185097
0,0.1,UAV_1,207.13340023437067,409.0197770948868,140.49341374504144,random,0.0,0.0,0.0,3.8763106246630494,0.0,16.60394437195997
0,0.2,UAV_0,673.4792154036431,604.6146198247396,142.05715808308452,random,0.0,0.0,0.0,4.845253826702271,0.0,24.205068472749737
0,0.2,UAV_1,205.90135460501313,407.9066853402447,140.49341374504144,random,0.0,0.0,0.0,2.067269494316674,0.0,25.700955192469536
0,0.3,UAV_0,673.7998703035302,602.2154462518434,142.05715808308452,random,0.0,0.0,0.0,0.3191709846809343,0.0,24.605571527064498
0,0.3,UAV_1,204.67714749154615,410.1664879691019,140.49341374504144,random,0.0,0.0,0.0,3.835528075777462,0.0,24.072850923310405
0,0.4,UAV_0,676.1361591637343,602.9875186988464,142.05715808308452,random,0.0,0.0,0.0,5.909315736551524,0.0,11.824319076604517
0,0.4,UAV_1,202.82658317028677,408.6268668440711,140.49341374504144,random,0.0,0.0,0.0,6.073368666470795,0.0,29.864431071289566
0,0.5,UAV_0,677.2369099433896,602.55567041838,142.05715808308452,random,0.0,0.0,0.0,2.5725179904474405,0.0,12.496214292562142
0,0.5,UAV_1,205.74753095601548,408.00484878551924,140.49341374504144,random,0.0,0.0,0.0,0.1838817154177001,0.0,16.655010255346724
0,0.6,UAV_0,676.1842289062711,603.22903239425,142.05715808308452,random,0.0,0.0,0.0,0.06914589030094503,0.0,13.677374450771707
0,0.6,UAV_1,207.3849538669458,408.30938101175735,140.49341374504144,random,0.0,0.0,0.0,4.121374793306547,0.0,26.42934429447793
0,0.7,UAV_0,677.5486979721006,603.3235304739158,142.05715808308452,random,0.0,0.0,0.0,6.111743983693366,0.0,10.65944829773503
0,0.7,UAV_1,205.91230164261023,406.1147516980645,140.49341374504144,random,0.0,0.0,0.0,0.4481373603714198,0.0,29.625994809964208
0,0.8,UAV_0,678.5990159406296,603.141677387315,142.05715808308452,random,0.0,0.0,0.0,4.76880162513999,0.0,27.96346242715758
0,0.8,UAV_1,208.58236138250538,407.39840923424435,140.49341374504144,random,0.0,0.0,0.0,1.0293935632939428,0.0,28.461648796403537
