seed,time,task_id,task_node_id,source_node_id,target_node_id,target_node_type,candidate_count,nearest_distance
2,16.0,Task_84,vehicle_9,vehicle_9,vehicle_13,vehicle,7,0.0
2,16.1,Task_54,UAV_0,UAV_0,vehicle_12,vehicle,5,0.0
2,16.2,Task_55,UAV_0,UAV_0,vehicle_12,vehicle,5,0.0
2,16.2,Task_57,UAV_1,UAV_1,RSU_2,rsu,5,0.0
2,16.2,Task_67,vehicle_4,vehicle_4,RSU_2,rsu,6,0.0
2,16.2,Task_60,vehicle_0,vehicle_0,vehicle_15,vehicle,6,0.0
2,16.2,Task_64,vehicle_3,vehicle_3,vehicle_8,vehicle,6,0.0
2,16.2,Task_62,vehicle_2,vehicle_2,vehicle_6,vehicle,5,0.0
2,16.2,Task_71,vehicle_5,vehicle_5,vehicle_14,vehicle,5,0.0
2,16.2,Task_83,vehicle_8,vehicle_8,vehicle_12,vehicle,6,0.0
2,16.2,Task_77,vehicle_6,vehicle_6,vehicle_2,vehicle,5,0.0
2,16.2,Task_79,vehicle_7,vehicle_7,vehicle_6,vehicle,6,0.0
2,16.2,Task_88,vehicle_10,vehicle_10,vehicle_7,vehicle,6,0.0
2,16.2,Task_85,vehicle_9,vehicle_9,vehicle_13,vehicle,8,0.0
2,16.5,Task_103,vehicle_8,vehicle_8,vehicle_12,vehicle,6,0.0
2,16.5,Task_111,vehicle_14,vehicle_14,vehicle_5,vehicle,5,0.0
2,16.6,Task_94,vehicle_0,vehicle_0,vehicle_15,vehicle,6,0.0
2,16.6,Task_104,vehicle_8,vehicle_8,vehicle_12,vehicle,6,0.0
2,16.6,Task_108,vehicle_9,vehicle_9,vehicle_13,vehicle,6,0.0
2,16.7,Task_117,vehicle_15,vehicle_15,vehicle_0,vehicle,5,0.0
2,16.9,Task_95,vehicle_2,vehicle_2,vehicle_6,vehicle,5,0.0
2,17.6,Task_91,UAV_1,UAV_1,RSU_2,rsu,5,0.0
2,17.7,Task_110,vehicle_13,vehicle_13,vehicle_9,vehicle,6,0.0
2,17.8,Task_89,UAV_0,UAV_0,vehicle_12,vehicle,5,0.0
2,18.2,Task_105,vehicle_8,vehicle_8,vehicle_12,vehicle,6,0.0
2,18.5,Task_112,vehicle_14,vehicle_14,vehicle_5,vehicle,5,0.0
2,18.6,Task_113,vehicle_14,vehicle_14,vehicle_5,vehicle,5,0.0
2,18.7,Task_106,vehicle_8,vehicle_8,RSU_3,rsu,5,0.0
2,18.7,Task_102,vehicle_7,vehicle_7,vehicle_6,vehicle,6,0.0
2,18.9,Task_100,vehicle_6,vehicle_6,vehicle_7,vehicle,6,0.0
2,18.9,Task_109,vehicle_10,vehicle_10,vehicle_7,vehicle,5,0.0
2,19.0,Task_118,vehicle_15,vehicle_15,vehicle_0,vehicle,5,0.0
2,19.2,Task_101,vehicle_6,vehicle_6,vehicle_7,vehicle,5,0.0
2,19.3,Task_90,UAV_0,UAV_0,vehicle_12,vehicle,6,0.0
2,19.5,Task_107,vehicle_8,vehicle_8,vehicle_18,vehicle,5,0.0
2,19.6,Task_92,UAV_1,UAV_1,RSU_2,rsu,6,0.0
2,19.6,Task_93,UAV_1,UAV_1,RSU_2,rsu,6,0.0
2,19.7,Task_96,vehicle_2,vehicle_2,vehicle_7,vehicle,6,0.0
2,19.7,Task_114,vehicle_14,vehicle_14,vehicle_5,vehicle,5,0.0
2,19.8,Task_99,vehicle_5,vehicle_5,vehicle_14,vehicle,6,0.0
2,19.8,Task_115,vehicle_14,vehicle_14,vehicle_5,vehicle,5,0.0
2,19.9,Task_119,vehicle_15,vehicle_15,vehicle_0,vehicle,6,0.0
2,20.0,Task_97,vehicle_2,vehicle_2,vehicle_7,vehicle,6,0.0
