seed,time,task_id,task_node_id,current_node_id,assigned_to,rb_count,rb_indices
2,16.0,Task_84,vehicle_9,vehicle_9,vehicle_13,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,16.1,Task_54,UAV_0,UAV_0,vehicle_12,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,16.2,Task_55,UAV_0,UAV_0,vehicle_12,4,0 1 2 3
2,16.2,Task_57,UAV_1,UAV_1,RSU_2,4,4 5 6 7
2,16.2,Task_67,vehicle_4,vehicle_4,RSU_2,4,8 9 10 11
2,16.2,Task_60,vehicle_0,vehicle_0,vehicle_15,4,12 13 14 15
2,16.2,Task_64,vehicle_3,vehicle_3,vehicle_8,4,16 17 18 19
2,16.2,Task_62,vehicle_2,vehicle_2,vehicle_6,4,20 21 22 23
2,16.2,Task_71,vehicle_5,vehicle_5,vehicle_14,4,24 25 26 27
2,16.2,Task_83,vehicle_8,vehicle_8,vehicle_12,4,28 29 30 31
2,16.2,Task_77,vehicle_6,vehicle_6,vehicle_2,4,32 33 34 35
2,16.2,Task_79,vehicle_7,vehicle_7,vehicle_6,4,36 37 38 39
2,16.2,Task_88,vehicle_10,vehicle_10,vehicle_7,4,40 41 42 43
2,16.2,Task_85,vehicle_9,vehicle_9,vehicle_13,4,44 45 46 47
2,16.5,Task_103,vehicle_8,vehicle_8,vehicle_12,25,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
2,16.5,Task_111,vehicle_14,vehicle_14,vehicle_5,25,25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,16.6,Task_94,vehicle_0,vehicle_0,vehicle_15,16,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
2,16.6,Task_104,vehicle_8,vehicle_8,vehicle_12,16,16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
2,16.6,Task_108,vehicle_9,vehicle_9,vehicle_13,16,32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
2,16.7,Task_117,vehicle_15,vehicle_15,vehicle_0,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,16.9,Task_95,vehicle_2,vehicle_2,vehicle_6,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,17.6,Task_91,UAV_1,UAV_1,RSU_2,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,17.7,Task_110,vehicle_13,vehicle_13,vehicle_9,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,17.8,Task_89,UAV_0,UAV_0,vehicle_12,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,18.2,Task_105,vehicle_8,vehicle_8,vehicle_12,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,18.5,Task_112,vehicle_14,vehicle_14,vehicle_5,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,18.6,Task_113,vehicle_14,vehicle_14,vehicle_5,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,18.7,Task_106,vehicle_8,vehicle_8,RSU_3,25,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
2,18.7,Task_102,vehicle_7,vehicle_7,vehicle_6,25,25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,18.9,Task_100,vehicle_6,vehicle_6,vehicle_7,25,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
2,18.9,Task_109,vehicle_10,vehicle_10,vehicle_7,25,25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,19.0,Task_118,vehicle_15,vehicle_15,vehicle_0,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,19.2,Task_101,vehicle_6,vehicle_6,vehicle_7,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,19.3,Task_90,UAV_0,UAV_0,vehicle_12,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,19.5,Task_107,vehicle_8,vehicle_8,vehicle_18,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,19.6,Task_92,UAV_1,UAV_1,RSU_2,25,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
2,19.6,Task_93,UAV_1,UAV_1,RSU_2,25,25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,19.7,Task_96,vehicle_2,vehicle_2,vehicle_7,25,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
2,19.7,Task_114,vehicle_14,vehicle_14,vehicle_5,25,25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,19.8,Task_99,vehicle_5,vehicle_5,vehicle_14,25,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
2,19.8,Task_115,vehicle_14,vehicle_14,vehicle_5,25,25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,19.9,Task_119,vehicle_15,vehicle_15,vehicle_0,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2,20.0,Task_97,vehicle_2,vehicle_2,vehicle_7,50,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
