seed,time,uav_id,current_x,current_y,current_z,target_source,target_x,target_y,target_z,angle,phi,speed
2,0.1,UAV_0,764.8274175113995,758.2619896474795,105.65513677268086,random,0.0,0.0,0.0,2.939195450010006,0.0,17.280288556947387
2,0.1,UAV_1,67.8975961271373,668.3991025035597,173.59699890685232,random,0.0,0.0,0.0,1.267590075091037,0.0,28.636931079397367
2,0.2,UAV_0,763.134662024936,758.6093548575417,105.65513677268086,random,0.0,0.0,0.0,4.986240861445594,0.0,13.534399617484647
2,0.2,UAV_1,68.7526425743042,671.1321655818015,173.59699890685232,random,0.0,0.0,0.0,3.306755510554218,0.0,13.471775075301139
2,0.3,UAV_0,763.5006887368116,757.306349033974,105.65513677268086,random,0.0,0.0,0.0,0.09421698148478798,0.0,21.869711183575834
2,0.3,UAV_1,67.42379800709713,670.910672121403,173.59699890685232,random,0.0,0.0,0.0,3.129330162081656,0.0,17.237727639224616
2,0.4,UAV_0,765.6779603375296,757.5120941414182,105.65513677268086,random,0.0,0.0,0.0,5.9433515139148145,0.0,20.0168212526131
2,0.4,UAV_1,65.70015484228375,670.9318093405439,173.59699890685232,random,0.0,0.0,0.0,4.486341691872198,0.0,26.630489795836244
2,0.5,UAV_0,767.5651664227969,756.8448726472193,105.65513677268086,random,0.0,0.0,0.0,3.7999578052892486,0.0,17.078484097374318
2,0.5,UAV_1,65.10329331674117,668.3365085512347,173.59699890685232,random,0.0,0.0,0.0,0.09681536188630976,0.0,27.65701837162506
2,0.6,UAV_0,766.2142693832456,755.7999691209671,105.65513677268086,random,0.0,0.0,0.0,5.8791411156174185,0.0,27.994011775132513
2,0.6,UAV_1,67.85604351718463,668.6038528723686,173.59699890685232,random,0.0,0.0,0.0,1.6595188184913192,0.0,19.220243297632752
2,0.7,UAV_0,768.7882588132437,754.6994122769466,105.65513677268086,random,0.0,0.0,0.0,3.831464134240621,0.0,21.354101408404887
2,0.7,UAV_1,67.68574036357572,670.5183173823747,173.59699890685232,random,0.0,0.0,0.0,5.055120838481019,0.0,28.406608783838575
2,0.8,UAV_0,767.1411575731051,753.3403559961628,105.65513677268086,random,0.0,0.0,0.0,0.4676270884743713,0.0,15.362750257996327
2,0.8,UAV_1,68.6403765980636,667.8428690300824,173.59699890685232,random,0.0,0.0,0.0,1.9523055192349952,0.0,28.227556717360937
2,0.9,UAV_0,768.5124987822481,754.0328617672592,105.65513677268086,random,0.0,0.0,0.0,4.318327501291124,0.0,16.191262498989214
2,0.9,UAV_1,67.58940374609064,670.4626792611361,173.59699890685232,random,0.0,0.0,0.0,6.160383882574712,0.0,29.14723423112316
2,1.0,UAV_0,767.8908485874256,752.5378297112856,105.65513677268086,random,0.0,0.0,0.0,3.638763478965095,0.0,24.124116127352092
2,1.0,UAV_1,70.48217748245946,670.1056460086031,173.59699890685232,random,0.0,0.0,0.0,4.509032234087867,0.0,20.08497633966635
2,1.1,UAV_0,765.7704945577756,751.3872522135885,105.65513677268086,random,0.0,0.0,0.0,5.029555233078914,0.0,20.35495512297104
2,1.1,UAV_1,70.07654523656525,668.1385351254193,173.59699890685232,random,0.0,0.0,0.0,5.256325780115885,0.0,23.028287979335815
2,1.2,UAV_0,766.4053155509605,749.4532810950882,105.65513677268086,random,0.0,0.0,0.0,5.175558559111937,0.0,13.437619842514648
2,1.2,UAV_1,71.26827900393164,666.1680552091779,173.59699890685232,random,0.0,0.0,0.0,3.7698611751470255,0.0,23.455308828270837
2,1.3,UAV_0,767.0056895675189,748.2510967038398,105.65513677268086,random,0.0,0.0,0.0,3.9886611641612526,0.0,11.65806354809151
2,1.3,UAV_1,69.37063571521342,664.7894816452799,173.59699890685232,random,0.0,0.0,0.0,4.421414381934572,0.0,29.091243306914954
2,1.4,UAV_0,766.2337127940767,747.3775085181486,105.65513677268086,random,0.0,0.0,0.0,0.7829427408453209,0.0,10.506894296538022
2,1.4,UAV_1,68.5360486953206,662.0026431358489,173.59699890685232,random,0.0,0.0,0.0,3.1454404043742894,0.0,24.58847014883608
2,1.5,UAV_0,766.9784844284688,748.1186316456997,105.65513677268086,random,0.0,0.0,0.0,4.199574421693623,0.0,21.789164847606568
2,1.5,UAV_1,66.07721988225836,661.9931821286638,173.59699890685232,random,0.0,0.0,0.0,5.057338659040498,0.0,25.88315844386839
2,1.6,UAV_0,765.9094389279255,746.219995618092,105.65513677268086,random,0.0,0.0,0.0,1.3035728458757894,0.0,14.956540040883437
2,1.6,UAV_1,66.95245712663396,659.5573375777201,173.59699890685232,random,0.0,0.0,0.0,2.7185709367352584,0.0,29.416345065276175
2,1.7,UAV_0,766.3043730737991,747.6625655194723,105.65513677268086,random,0.0,0.0,0.0,1.7488628169212042,0.0,10.0839221990408
2,1.7,UAV_1,64.2701199449045,660.7649305610988,173.59699890685232,random,0.0,0.0,0.0,1.2283065036364118,0.0,28.76928025711171
2,1.8,UAV_0,766.1257596168592,748.6550130506613,105.65513677268086,random,0.0,0.0,0.0,5.987938067160103,0.0,18.956437228383024
2,1.8,UAV_1,65.23628831698645,663.4747706932673,173.59699890685232,random,0.0,0.0,0.0,2.6488722785733847,0.0,27.495260826959345
2,1.9,UAV_0,767.9393792728548,748.1034254625823,105.65513677268086,random,0.0,0.0,0.0,0.43413187851711205,0.0,12.550729292375758
2,1.9,UAV_1,62.81382024124597,664.7753636739662,173.59699890685232,random,0.0,0.0,0.0,5.735219521636237,0.0,21.69911396221215
2,2.0,UAV_0,769.0780260344699,748.6313379647723,105.65513677268086,nearest_mission,726.2000881434376,338.88877565735254,100.0,-1.6750628746268785,-0.013725865861806762,10.360664382498532
2,2.0,UAV_1,64.6660262636282,663.6449441420659,173.59699890685232,random,0.0,0.0,0.0,0.1851515159071623,0.0,21.1590024767816
2,2.1,UAV_0,768.9702047510727,747.6009952966455,105.64091631025643,nearest_mission,726.2000881434376,338.88877565735254,100.0,-1.6750628746268785,-0.01372586586180678,11.470953263458723
2,2.1,UAV_1,66.74576232402835,664.0344717754833,173.59699890685232,random,0.0,0.0,0.0,5.922140865989824,0.0,11.608584313278993
2,2.2,UAV_0,768.8508289217829,746.4602371217744,105.62517192805917,nearest_mission,726.2000881434376,338.88877565735254,100.0,-1.6750628746268785,-0.013725865861806774,20.523798875611693
2,2.2,UAV_1,67.83177833583119,663.6243967583305,173.59699890685232,random,0.0,0.0,0.0,3.745987520887501,0.0,10.096495621072567
2,2.3,UAV_0,768.637242007541,744.4191956486699,105.59700212157355,nearest_mission,687.1734557265099,356.6151688169517,100.0,-1.7778501163291165,-0.014123346475807977,10.709988234155292
2,2.3,UAV_1,67.00099210750794,663.0506490079281,173.59699890685232,random,0.0,0.0,0.0,2.781422277066732,0.0,18.174528354441485
2,2.4,UAV_0,768.4170906900313,743.3711769971915,105.5818765369743,nearest_mission,687.1734557265099,356.6151688169517,100.0,-1.7778501163291163,-0.014123346475807989,22.835175153613495
2,2.4,UAV_1,65.30015287849098,663.6911806044172,173.59699890685232,random,0.0,0.0,0.0,3.2831969104834116,0.0,14.248994839889795
2,2.5,UAV_0,767.9476976537625,741.136656384513,105.54962670008624,nearest_mission,580.7594299818385,726.1228967610567,100.0,-3.0615572517785576,-0.029543796552403766,28.13125353463365
2,2.5,UAV_1,63.88951541424053,663.4900824096836,173.59699890685232,random,0.0,0.0,0.0,5.228064589794946,0.0,29.262333096584754
2,2.6,UAV_0,765.1448011412238,740.9118452090474,105.46652838673026,nearest_mission,580.7594299818385,726.1228967610567,100.0,-3.0615572517785576,-0.02954379655240376,24.578620911550487
2,2.6,UAV_1,65.33250752726484,660.9443771745268,173.59699890685232,random,0.0,0.0,0.0,3.587984826227013,0.0,18.6746773757933
2,2.7,UAV_0,762.6958761137208,740.7154249303832,105.39392437212952,nearest_mission,580.7594299818385,726.1228967610567,100.0,-3.061557251778558,-0.02954379655240375,20.230026844340955
2,2.7,UAV_1,63.64803198367849,660.1381651093981,173.59699890685232,random,0.0,0.0,0.0,0.5935740792771955,0.0,21.62152612080319
2,2.8,UAV_0,760.6802292951119,740.553756481838,105.33416588650636,nearest_mission,580.7594299818385,726.1228967610567,100.0,-3.0615572517785576,-0.02954379655240371,26.053104174107723
2,2.8,UAV_1,65.44034168381819,661.3475161158105,173.59699890685232,random,0.0,0.0,0.0,1.3243503726159604,0.0,17.323679330867957
