seed,time,offload_decision_count,offload_to_vehicle_count,offload_to_uav_count,offload_to_rsu_count,offload_to_cloud_count,offload_to_unknown_count,active_link_count,allocated_rb_total,allocated_rb_mean_per_active_link,cpu_progress_total,computing_task_count,uav_mean_speed,uav_mean_displacement
0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05026007145338618,0.0,20.853247479663565,2.085324747966328
0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,22.673294412546532,2.2673294412546405
0,14.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,50.0,0.4,2.0,17.18559692156409,1.7185596921564243
0,14.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43360573935141616,3.0,15.074872792293505,1.5074872792293577
0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27260484975859095,2.0,11.793087248598063,1.1793087248598146
0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10626775030763516,1.0,12.53908256223342,1.2539082562232862
0,14.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3750441418406501,1.0,15.349706706481243,1.534970670648114
0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06980785637250497,0.0,23.156090044479633,2.315609004447988
0,14.7,3.0,2.0,0.0,1.0,0.0,0.0,1.0,16.0,16.0,0.6000000000000001,3.0,21.29977288978278,2.129977288978285
0,14.8,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,50.0,0.47194653832643263,2.0,12.687695764193128,1.2687695764192886
0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1345282692943392,0.0,19.753109785850246,1.975310978585018
0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,18.544427929840914,1.8544427929841225
0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,15.919545715281572,1.591954571528119
0,15.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34543738636475585,2.0,24.509901088263483,2.4509901088263564
0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37098814560267945,0.0,27.502399203682053,2.7502399203682018
0,15.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,18.32945886896441,1.8329458868964559
0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06377678164099587,0.0,17.606422697658086,1.760642269765802
0,15.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,17.149989302032704,1.7149989302032451
0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,20.78053375082438,2.078053375082442
0,15.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,2.0,18.254512372328904,1.8254512372328926
0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26751196461569077,1.0,18.346639170361613,1.834663917036162
0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4395015865912073,2.0,19.583755518628024,1.95837555186282
0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,25.97005344334509,2.5970053443345438
0,16.2,13.0,11.0,0.0,2.0,0.0,0.0,2.0,6.0,3.0,1.7999999999999996,15.0,19.349365359727948,1.9349365359728092
0,16.3,2.0,1.0,0.0,1.0,0.0,0.0,1.0,25.0,25.0,1.6666916697829337,13.0,26.216153826790006,2.621615382679053
0,16.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3204740079716577,12.0,22.587231476199797,2.2587231476200236
