seed,time,offload_decision_count,return_route_count,rb_task_count,rb_total,rb_mean_per_task,cpu_task_count,cpu_total_alloc,cpu_mean_alloc,uav_command_count,uav_speed_mean,uav_angle_sin_mean,uav_angle_cos_mean,uav_phi_mean
1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22.12896888407962,-0.2997735201188413,0.911880965855925,-0.21882668733175176
1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17.70381751120198,-0.29977352011884123,0.911880965855925,-0.2188266873317518
1,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15.285937165370271,-0.2997735201188411,0.911880965855925,-0.21882668733175187
1,3.3,1.0,0.0,1.0,50.0,50.0,1.0,2.0,2.0,2,27.697500936574016,-0.29977352011884106,0.911880965855925,-0.21882668733175198
1,3.4,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,15.521254442317476,-0.29977352011884106,0.911880965855925,-0.21882668733175198
1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,25.121561398777274,-0.2997735201188409,0.911880965855925,-0.21882668733175187
1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22.76037286684447,-0.29977352011884095,0.911880965855925,-0.2188266873317518
1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,25.69503384620121,-0.29977352011884095,0.911880965855925,-0.21882668733175176
1,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17.0476128998366,-0.29977352011884095,0.911880965855925,-0.21882668733175176
1,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11.434127966115241,-0.29977352011884084,0.911880965855925,-0.2188266873317517
1,4.0,1.0,0.0,1.0,50.0,50.0,1.0,10.0,10.0,2,19.393617761989205,-0.29977352011884095,0.911880965855925,-0.21882668733175167
1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16.60444412046782,-0.29977352011884084,0.911880965855925,-0.21882668733175176
1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16.48610289266977,-0.2997735201188407,0.9118809658559252,-0.2188266873317518
1,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23.723050088373725,-0.29977352011884073,0.911880965855925,-0.2188266873317518
1,4.4,1.0,0.0,1.0,50.0,50.0,1.0,2.0,2.0,2,16.12928452215654,-0.30979303764421073,0.9048174958002575,-0.23288250994690654
1,4.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,22.03246313099259,-0.3097930376442106,0.9048174958002574,-0.2328825099469066
1,4.6,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,17.304202320133946,-0.30979303764421073,0.9048174958002574,-0.23288250994690654
1,4.7,1.0,0.0,1.0,50.0,50.0,1.0,10.0,10.0,2,20.467350039364035,-0.3097930376442106,0.9048174958002575,-0.2328825099469066
1,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17.898242129105746,-0.3097930376442107,0.9048174958002574,-0.23288250994690654
1,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13.91059650845255,-0.3097930376442106,0.9048174958002574,-0.2328825099469066
1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15.596794808488333,-0.30979303764421046,0.9048174958002574,-0.2328825099469066
1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,19.093918596518296,-0.30979303764421057,0.9048174958002574,-0.23288250994690665
1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23.717384393560515,-0.3097930376442105,0.9048174958002575,-0.23288250994690665
1,5.3,1.0,0.0,1.0,50.0,50.0,1.0,10.0,10.0,2,21.671995940591597,-0.3097930376442105,0.9048174958002575,-0.2328825099469066
1,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17.12339372360787,-0.3097930376442106,0.9048174958002575,-0.23288250994690654
1,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18.996116209109168,-0.3097930376442106,0.9048174958002575,-0.2328825099469066
1,5.6,1.0,0.0,1.0,50.0,50.0,1.0,2.0,2.0,2,20.284187887916964,-0.30979303764421073,0.9048174958002575,-0.23288250994690654
1,5.7,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,16.698374720180947,-0.30979303764421096,0.9048174958002574,-0.2328825099469066
1,5.8,1.0,0.0,1.0,50.0,50.0,2.0,2.0,1.0,2,23.559100205298474,-0.3097930376442109,0.9048174958002574,-0.2328825099469066
1,5.9,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,16.55609182109537,-0.3097930376442106,0.9048174958002574,-0.23288250994690665
1,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,21.4133414753652,-0.30979303764421035,0.9048174958002574,-0.2328825099469066
1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16.21235985636809,-0.30979303764421073,0.9048174958002574,-0.23288250994690649
1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22.128464335813558,-0.3097930376442112,0.9048174958002573,-0.23288250994690649
1,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20.35439444722485,-0.3097930376442111,0.9048174958002573,-0.2328825099469066
1,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,19.422416202900706,-0.30979303764421146,0.9048174958002573,-0.23288250994690654
1,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22.19156961474995,-0.3097930376442116,0.9048174958002573,-0.2328825099469066
1,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,27.11010047980769,-0.30979303764421134,0.9048174958002573,-0.23288250994690635
1,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,25.8690340765126,-0.30979303764421096,0.9048174958002573,-0.23288250994690635
1,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20.250734188929243,-0.309793037644211,0.9048174958002573,-0.2328825099469063
1,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,21.28770819095064,-0.309793037644211,0.9048174958002573,-0.23288250994690604
1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16.80391230364498,-0.3097930376442111,0.9048174958002573,-0.23288250994690612
1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12.614214483348622,-0.30979303764421096,0.9048174958002573,-0.2328825099469063
1,7.2,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2,16.63574811340711,-0.30979303764421146,0.9048174958002573,-0.2328825099469064
1,7.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22.102769698928235,-0.30979303764421184,0.9048174958002573,-0.23288250994690649
1,7.4,1.0,0.0,1.0,50.0,50.0,1.0,2.0,2.0,2,24.673469389938376,-0.30979303764421223,0.9048174958002573,-0.23288250994690635
1,7.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,23.891157881466935,-0.3097930376442122,0.9048174958002573,-0.23288250994690665
1,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20.72896993655374,-0.30979303764421323,0.9048174958002572,-0.2328825099469069
1,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23.3099592141622,-0.30979303764421323,0.9048174958002572,-0.23288250994690674
1,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,27.528815100293535,-0.3097930376442143,0.9048174958002572,-0.23288250994690599
1,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,25.313115111824047,-0.3097930376442137,0.9048174958002572,-0.23288250994690665
1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14.268713040838547,-0.30979303764421473,0.904817495800257,-0.2328825099469058
1,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17.871360381043775,-0.3097930376442172,0.904817495800257,-0.23288250994690665
1,8.2,3.0,0.0,3.0,48.0,16.0,3.0,6.0,2.0,2,25.385339466527462,-0.3097930376442443,0.9048174958002562,-0.23288250994691984
1,8.3,1.0,0.0,1.0,50.0,50.0,4.0,6.0,1.5,2,14.598077432058082,-0.27636916467600064,-0.0946237704659526,0.09334767934710719
1,8.4,0.0,0.0,0.0,0.0,0.0,3.0,20.0,6.666666666666667,2,20.68555316601845,-0.2763691646759951,-0.09462377046595238,0.09334767934710955
1,8.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,22.787514513330002,-0.3097930376442395,0.9048174958002563,-0.23288250994691465
1,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,27.163303329219723,-0.2763691646760226,-0.09462377046595333,0.0933476793471059
1,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15.249349924637844,-0.309793037644221,0.9048174958002568,-0.2328825099469154
1,8.8,1.0,0.0,1.0,50.0,50.0,1.0,2.0,2.0,2,19.281684452714074,-0.27636916467641426,-0.09462377046596637,0.09334767934706131
1,8.9,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,14.431590500613185,-0.3097930376438225,0.9048174958002703,-0.23288250994687434
1,9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,17.543513319604703,-0.2763691646764418,-0.09462377046596726,0.09334767934706466
1,9.1,1.0,0.0,1.0,50.0,50.0,2.0,2.0,1.0,2,19.3927421575628,-0.3097930376437958,0.9048174958002713,-0.23288250994688525
