split,model,all_mae,all_rmse,link_rate_by_type_mae,link_rate_by_type_rmse,task_state_mae,task_state_rmse
val_seed_3,persistence,0.5167126655578613,3.603567600250244,1.2076283693313599,7.0817461013793945,0.2864074110984802,0.7728010416030884
test_seed_4,persistence,0.5165272951126099,1.529624581336975,0.6879746913909912,2.2797932624816895,0.459378182888031,1.1777870655059814
val_seed_3,state_only_ridge,0.8755489587783813,3.197281837463379,2.2091996669769287,6.252460956573486,0.43099868297576904,0.7739884853363037
test_seed_4,state_only_ridge,1.2969211339950562,3.3028831481933594,3.30302357673645,6.265131950378418,0.62822026014328,1.2088929414749146
val_seed_3,state_action_ridge,0.7063864469528198,3.0325028896331787,2.0916244983673096,6.008932590484619,0.24464038014411926,0.47504985332489014
test_seed_4,state_action_ridge,1.0032819509506226,2.990302801132202,2.868150472640991,5.824142932891846,0.3816589415073395,0.784644365310669
