path,module,size_bytes,sha256,imported_by_count,current_imported_by_count,test_file_count,proposed_action,proposed_target,rollback_path
code/src/pi_jwm/v11_rollout_value_calibrator.py,pi_jwm.v11_rollout_value_calibrator,5376,c3a6312cd06712f9047ecc36f1f76b536f0b113350e8e1e2dd027c9d42f9efcf,27,0,1,keep_in_place_logical_archive,,code/src/pi_jwm/v11_rollout_value_calibrator.py
code/src/pi_jwm/v11_selector.py,pi_jwm.v11_selector,46389,b330ce39d0dca54e3167c5568f8aa44aeda2928e9fe1f75b83651aca68411e0e,19,0,8,keep_in_place_logical_archive,,code/src/pi_jwm/v11_selector.py
code/src/pi_jwm/v6_data.py,pi_jwm.v6_data,11823,8466c6cc4adf958833a0d3d5bcd67e795257a56ede06788e9956b831b41e1195,37,0,3,keep_in_place_logical_archive,,code/src/pi_jwm/v6_data.py
code/src/pi_jwm/v6_dual_graph.py,pi_jwm.v6_dual_graph,14462,27ed3519f5d829fbb70db4cf7f54d4ad3f1aaaf5eb0081a1cef5b03b04942796,28,0,7,keep_in_place_logical_archive,,code/src/pi_jwm/v6_dual_graph.py
code/src/pi_jwm/v6_flat_baseline.py,pi_jwm.v6_flat_baseline,2033,c431a41fa964af1a9dee4d43eaa7dfb369227578c27b13e8136f0142ab1bf6ee,2,0,1,keep_in_place_logical_archive,,code/src/pi_jwm/v6_flat_baseline.py
code/src/pi_jwm/v6_metrics.py,pi_jwm.v6_metrics,2031,90647d21d86852c1788a8ecea8f9f8b9d101a730bb8581a12e8973b7ed9ee6eb,9,0,1,keep_in_place_logical_archive,,code/src/pi_jwm/v6_metrics.py
code/src/pi_jwm/v7_action_policy.py,pi_jwm.v7_action_policy,10750,cfdc9c88d3ad2e5a15c28a2012225023171c3023795a0716fcc80c1aa0dceefa,6,0,1,keep_in_place_logical_archive,,code/src/pi_jwm/v7_action_policy.py
code/src/pi_jwm/v7_active_rate_teacher.py,pi_jwm.v7_active_rate_teacher,6414,c4908a91c8d07262878f3091b106513159e3b3fc6edfb466ed01ef454fefc97f,2,0,1,keep_in_place_logical_archive,,code/src/pi_jwm/v7_active_rate_teacher.py
code/src/pi_jwm/v8_full_world_model.py,pi_jwm.v8_full_world_model,31169,17b27ee99c5ca7f7d911f69d75e9b4251d0388bf720fd8414d8273221a64ddae,3,0,1,keep_in_place_logical_archive,,code/src/pi_jwm/v8_full_world_model.py
code/src/pi_jwm/v8_graph_blocks.py,pi_jwm.v8_graph_blocks,8351,0eb8b53f87999130ec2dde447ea0a63607fcf9f0def5c99b9a2a01d5fd107cda,2,0,1,keep_in_place_logical_archive,,code/src/pi_jwm/v8_graph_blocks.py
code/src/pi_jwm/v8_training.py,pi_jwm.v8_training,50933,cd7f00c25575aa7506ed785234fd771a5ae0c4c337550ca5e5e872f4e88ffdc7,20,0,1,keep_in_place_logical_archive,,code/src/pi_jwm/v8_training.py
