seed,time,uav_id,current_x,current_y,current_z,target_source,target_x,target_y,target_z,angle,phi,speed
4,0.1,UAV_0,188.83847178994762,82.53282738457264,139.6058242610681,random,0.0,0.0,0.0,2.4937962666517017,0.0,22.5395120482626
4,0.1,UAV_1,123.97781664192821,53.21207654367193,140.1591014485075,random,0.0,0.0,0.0,3.9201805575587856,0.0,24.63789417757436
4,0.2,UAV_0,187.04113625024115,83.89293068632797,139.6058242610681,random,0.0,0.0,0.0,5.191742225994182,0.0,21.447336033717832
4,0.2,UAV_1,122.22383035261409,51.4818192240944,140.1591014485075,random,0.0,0.0,0.0,1.2038289864683338,0.0,27.6463447975758
4,0.3,UAV_0,188.0302989935737,81.98992272611474,139.6058242610681,random,0.0,0.0,0.0,2.0663226091416855,0.0,18.718486688575545
4,0.3,UAV_1,123.21574344419666,54.06238354714693,140.1591014485075,random,0.0,0.0,0.0,4.2494960833095785,0.0,21.775373566250337
4,0.4,UAV_0,187.14024487708102,83.63662279255618,139.6058242610681,random,0.0,0.0,0.0,0.8953243169807635,0.0,22.688643717546608
4,0.4,UAV_1,122.24338932444716,52.114000523893104,140.1591014485075,random,0.0,0.0,0.0,0.838138190464189,0.0,13.974243984269366
4,0.5,UAV_0,188.55888805660743,85.40727156252748,139.6058242610681,random,0.0,0.0,0.0,0.23657162945788385,0.0,16.470684275177035
4,0.5,UAV_1,123.17805391098103,53.15284462191666,140.1591014485075,random,0.0,0.0,0.0,5.926835835791531,0.0,26.7885267826334
4,0.6,UAV_0,190.1600810125489,85.79329685026013,139.6058242610681,nearest_mission,683.7186863930777,704.0406010889595,100.0,0.8970811901259124,-0.05002285475534378,15.818485089990311
4,0.6,UAV_1,125.68861188074914,52.21831246502074,140.1591014485075,random,0.0,0.0,0.0,3.5698487697226957,0.0,10.513521588267562
4,0.7,UAV_0,191.14575182858414,87.02797965841566,139.5267286791178,nearest_mission,683.7186863930777,704.0406010889595,100.0,0.8970811901259124,-0.05002285475534379,27.881673491618372
4,0.7,UAV_1,124.73220592506875,51.781701643110914,140.1591014485075,random,0.0,0.0,0.0,4.200929705212218,0.0,15.83990665323103
4,0.8,UAV_0,192.8830959362258,89.20423248710722,139.38731474800986,nearest_mission,683.7186863930777,704.0406010889595,100.0,0.8970811901259124,-0.0500228547553438,15.000947472696694
4,0.8,UAV_1,123.95692121708169,50.400412372396005,140.1591014485075,random,0.0,0.0,0.0,1.4569516296217098,0.0,21.97619333294237
4,0.9,UAV_0,193.8178248974758,90.37510389768892,139.3123070172816,nearest_mission,683.7186863930777,704.0406010889595,100.0,0.8970811901259124,-0.05002285475534379,21.429115101263257
4,0.9,UAV_1,124.20656844445836,52.58380583119626,140.1591014485075,random,0.0,0.0,0.0,0.5206530250426462,0.0,18.78653540935347
4,1.0,UAV_0,195.1531015215402,92.04771412926273,139.20515716570148,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963087,-0.3546143494841159,14.144734505407886
4,1.0,UAV_1,125.83629009524094,53.518335909813,140.1591014485075,random,0.0,0.0,0.0,1.8960073909182518,0.0,28.33059612034512
4,1.1,UAV_0,195.20253199026004,93.37325837484144,138.71401133800865,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963087,-0.35461434948411585,12.272364655038643
4,1.1,UAV_1,124.93110263579936,56.20289591633377,140.1591014485075,random,0.0,0.0,0.0,1.3097611601266341,0.0,11.24418378699878
4,1.2,UAV_0,195.24541923830046,94.52333739130587,138.2878795718774,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963087,-0.3546143494841159,24.742428387503367
4,1.2,UAV_1,125.22129341776646,57.2892227550059,140.1591014485075,random,0.0,0.0,0.0,0.6297024367520355,0.0,21.91069672656463
4,1.3,UAV_0,195.33188461748404,96.84202238027892,137.4287513595476,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963087,-0.35461434948411585,12.44546515268839
4,1.3,UAV_1,126.99212201917933,58.57955309056072,140.1591014485075,random,0.0,0.0,0.0,1.7539807838270094,0.0,20.58483172847441
4,1.4,UAV_0,195.3753767859442,98.00832314827066,136.99660904672422,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963085,-0.3546143494841158,19.838773166666805
4,1.4,UAV_1,126.6171452901454,60.60359494427301,140.1591014485075,random,0.0,0.0,0.0,3.7658903229183402,0.0,14.38123008925035
4,1.5,UAV_0,195.44470575469083,99.86747233204377,136.30774983458224,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963085,-0.35461434948411585,18.8700421524921
4,1.5,UAV_1,125.45028988586468,59.762972404544,140.1591014485075,random,0.0,0.0,0.0,6.263851143691655,0.0,22.948713137105166
4,1.6,UAV_0,195.51064937689202,101.63583891251939,135.65252774695375,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963085,-0.35461434948411596,18.55673861966239
4,1.6,UAV_1,127.74473229015368,59.71860575161703,140.1591014485075,random,0.0,0.0,0.0,0.695985009110504,0.0,14.31439556160267
4,1.7,UAV_0,195.57549812237613,103.37484490691239,135.00818445827986,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963085,-0.3546143494841159,13.754201834149711
4,1.7,UAV_1,128.84325127564182,60.63636129720767,140.1591014485075,nearest_mission,479.12997775199153,344.83441383464566,100.0,0.6816112652701793,-0.08879550727824649,10.736119338034637
4,1.8,UAV_0,195.62356382790557,104.66379119903365,134.53059904715002,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963085,-0.35461434948411596,15.067747569440172
4,1.8,UAV_1,129.67368916737277,61.31012028875532,140.06389475918706,nearest_mission,479.12997775199153,344.83441383464566,100.0,0.6816112652701792,-0.0887955072782465,20.513542772541268
4,1.9,UAV_0,195.67621987631884,106.07583368571785,134.00740355354569,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963085,-0.3546143494841161,25.446311865965523
4,1.9,UAV_1,131.26040990655193,62.59747407612735,139.8819829871478,nearest_mission,479.12997775199153,344.83441383464566,100.0,0.6816112652701792,-0.08879550727824652,18.342694322721584
4,2.0,UAV_0,195.76514506061585,108.4604816444502,133.12383448419615,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963085,-0.35461434948411596,29.25510434820535
4,2.0,UAV_1,132.67921570801713,63.748593474117015,139.71932205308977,nearest_mission,479.12997775199153,344.83441383464566,100.0,0.6816112652701793,-0.08879550727824649,23.059349157508233
4,2.1,UAV_0,195.8673805263877,111.20206263402213,132.1080131950906,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963085,-0.354614349484116,27.41796222192909
4,2.1,UAV_1,134.4628543483971,65.19571261884067,139.5148343586029,nearest_mission,479.12997775199153,344.83441383464566,100.0,0.6816112652701792,-0.08879550727824648,24.347049406875115
4,2.2,UAV_0,195.96319587898088,113.77147968705182,131.15598275973733,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963085,-0.3546143494841162,10.810065194113257
4,2.2,UAV_1,136.3460964904331,66.72364305059573,139.29892748426911,nearest_mission,479.12997775199153,344.83441383464566,100.0,0.6816112652701792,-0.0887955072782465,17.74945379687974
4,2.3,UAV_0,196.00097294642833,114.78452236430455,130.78062623288656,nearest_mission,199.09883247488835,197.85777612678936,100.0,1.5335229008963085,-0.3546143494841162,25.990093186601626
4,2.3,UAV_1,137.71901518911395,67.83753287560361,139.14152733994877,nearest_mission,479.12997775199153,344.83441383464566,100.0,0.6816112652701793,-0.08879550727824649,22.849878417706066
