seed,time,task_id,task_node_id,assigned_to,assigned_node_type,allocated_cpu,num_tasks_on_node
4,2.4,Task_1,UAV_1,UAV_0,uav,3.0,1
4,3.7,Task_2,UAV_1,UAV_0,uav,1.5,2
4,3.7,Task_3,UAV_1,UAV_0,uav,1.5,2
4,3.8,Task_2,UAV_1,UAV_0,uav,1.5,2
4,3.8,Task_3,UAV_1,UAV_0,uav,1.5,2
4,3.9,Task_3,UAV_1,UAV_0,uav,3.0,1
4,4.5,Task_19,vehicle_3,RSU_0,rsu,10.0,1
4,5.1,Task_20,vehicle_3,RSU_0,rsu,10.0,1
4,5.3,Task_21,vehicle_3,RSU_0,rsu,10.0,1
4,6.6,Task_17,vehicle_1,UAV_0,uav,3.0,1
4,6.7,Task_17,vehicle_1,UAV_0,uav,3.0,1
4,6.8,Task_14,vehicle_0,vehicle_5,vehicle,2.0,1
4,6.9,Task_14,vehicle_0,vehicle_5,vehicle,2.0,1
4,7.0,Task_15,vehicle_0,vehicle_5,vehicle,2.0,1
4,7.1,Task_15,vehicle_0,vehicle_5,vehicle,2.0,1
4,7.2,Task_15,vehicle_0,vehicle_5,vehicle,2.0,1
4,7.4,Task_11,UAV_0,UAV_1,uav,3.0,1
4,7.5,Task_11,UAV_0,UAV_1,uav,3.0,1
4,7.8,Task_22,vehicle_3,RSU_0,rsu,10.0,1
4,7.9,Task_5,UAV_0,UAV_0,uav,3.0,1
4,8.2,Task_13,UAV_1,UAV_0,uav,1.5,2
4,8.2,Task_18,vehicle_1,UAV_0,uav,1.5,2
4,8.2,Task_23,vehicle_3,RSU_0,rsu,3.0,1
4,8.2,Task_16,vehicle_0,vehicle_5,vehicle,3.0,1
4,8.2,Task_12,UAV_0,UAV_1,uav,3.0,1
4,8.3,Task_13,UAV_1,UAV_0,uav,0.6666666666666666,3
4,8.3,Task_18,vehicle_1,UAV_0,uav,0.6666666666666666,3
4,8.3,Task_36,vehicle_1,UAV_0,uav,0.6666666666666666,3
4,8.3,Task_23,vehicle_3,RSU_0,rsu,2.0,1
4,8.3,Task_16,vehicle_0,vehicle_5,vehicle,2.0,1
4,8.3,Task_12,UAV_0,UAV_1,uav,2.0,1
4,8.3,Task_43,vehicle_4,vehicle_2,vehicle,2.0,1
4,8.4,Task_13,UAV_1,UAV_0,uav,0.6666666666666666,3
4,8.4,Task_18,vehicle_1,UAV_0,uav,0.6666666666666666,3
4,8.4,Task_36,vehicle_1,UAV_0,uav,0.6666666666666666,3
4,8.4,Task_23,vehicle_3,RSU_0,rsu,2.0,1
4,8.4,Task_16,vehicle_0,vehicle_5,vehicle,2.0,1
4,8.4,Task_43,vehicle_4,vehicle_2,vehicle,2.0,1
4,8.5,Task_13,UAV_1,UAV_0,uav,0.6666666666666666,3
4,8.5,Task_18,vehicle_1,UAV_0,uav,0.6666666666666666,3
4,8.5,Task_36,vehicle_1,UAV_0,uav,0.6666666666666666,3
4,8.5,Task_34,vehicle_0,vehicle_5,vehicle,2.0,1
4,8.5,Task_43,vehicle_4,vehicle_2,vehicle,2.0,1
4,8.6,Task_13,UAV_1,UAV_0,uav,0.6666666666666666,3
4,8.6,Task_18,vehicle_1,UAV_0,uav,0.6666666666666666,3
4,8.6,Task_36,vehicle_1,UAV_0,uav,0.6666666666666666,3
4,8.6,Task_34,vehicle_0,vehicle_5,vehicle,2.0,1
4,8.7,Task_13,UAV_1,UAV_0,uav,1.0,3
4,8.7,Task_18,vehicle_1,UAV_0,uav,1.0,3
4,8.7,Task_37,vehicle_1,UAV_0,uav,1.0,3
4,8.7,Task_34,vehicle_0,vehicle_5,vehicle,3.0,1
4,8.7,Task_25,UAV_0,UAV_1,uav,3.0,1
4,8.8,Task_13,UAV_1,UAV_0,uav,1.0,3
4,8.8,Task_18,vehicle_1,UAV_0,uav,1.0,3
4,8.8,Task_37,vehicle_1,UAV_0,uav,1.0,3
4,8.8,Task_25,UAV_0,UAV_1,uav,3.0,1
4,8.9,Task_13,UAV_1,UAV_0,uav,1.0,3
4,8.9,Task_18,vehicle_1,UAV_0,uav,1.0,3
4,8.9,Task_37,vehicle_1,UAV_0,uav,1.0,3
4,9.0,Task_37,vehicle_1,UAV_0,uav,3.0,1
4,9.1,Task_37,vehicle_1,UAV_0,uav,3.0,1
4,9.2,Task_28,UAV_1,UAV_0,uav,3.0,1
4,9.3,Task_28,UAV_1,UAV_0,uav,3.0,1
4,9.4,Task_28,UAV_1,UAV_0,uav,3.0,1
4,10.0,Task_40,vehicle_3,RSU_0,rsu,10.0,1
4,10.1,Task_41,vehicle_3,RSU_0,rsu,10.0,1
4,10.3,Task_47,vehicle_5,vehicle_0,vehicle,2.0,1
4,10.4,Task_47,vehicle_5,vehicle_0,vehicle,2.0,1
4,10.6,Task_29,UAV_1,UAV_0,uav,2.0,1
4,10.6,Task_44,vehicle_4,vehicle_2,vehicle,2.0,1
4,10.7,Task_29,UAV_1,UAV_0,uav,2.0,1
4,10.7,Task_44,vehicle_4,vehicle_2,vehicle,2.0,1
4,10.8,Task_26,UAV_0,UAV_1,uav,2.0,1
4,10.8,Task_44,vehicle_4,vehicle_2,vehicle,2.0,1
4,10.9,Task_26,UAV_0,UAV_1,uav,3.0,1
4,11.0,Task_30,UAV_1,UAV_0,uav,3.0,1
4,11.0,Task_26,UAV_0,UAV_1,uav,3.0,1
4,11.1,Task_31,UAV_1,UAV_0,uav,3.0,1
4,11.2,Task_31,UAV_1,UAV_0,uav,2.0,1
4,11.2,Task_45,vehicle_4,vehicle_2,vehicle,2.0,1
4,11.3,Task_31,UAV_1,UAV_0,uav,2.0,1
4,11.3,Task_45,vehicle_4,vehicle_2,vehicle,2.0,1
4,11.4,Task_32,UAV_1,UAV_0,uav,2.0,1
4,11.4,Task_45,vehicle_4,vehicle_2,vehicle,2.0,1
4,11.5,Task_32,UAV_1,UAV_0,uav,3.0,1
4,11.8,Task_38,vehicle_1,UAV_0,uav,3.0,1
4,11.9,Task_38,vehicle_1,UAV_0,uav,3.0,1
4,12.2,Task_33,UAV_1,UAV_0,uav,1.0,2
4,12.2,Task_39,vehicle_1,UAV_0,uav,1.0,2
4,12.2,Task_42,vehicle_3,RSU_0,rsu,2.0,1
4,12.2,Task_35,vehicle_0,vehicle_5,vehicle,2.0,1
4,12.2,Task_27,UAV_0,UAV_1,uav,2.0,1
4,12.2,Task_46,vehicle_4,vehicle_2,vehicle,2.0,1
4,12.2,Task_48,vehicle_5,vehicle_0,vehicle,2.0,1
4,12.3,Task_33,UAV_1,UAV_0,uav,1.0,2
4,12.3,Task_39,vehicle_1,UAV_0,uav,1.0,2
4,12.3,Task_42,vehicle_3,RSU_0,rsu,2.0,1
4,12.3,Task_35,vehicle_0,vehicle_5,vehicle,2.0,1
4,12.3,Task_27,UAV_0,UAV_1,uav,2.0,1
4,12.3,Task_46,vehicle_4,vehicle_2,vehicle,2.0,1
4,12.3,Task_48,vehicle_5,vehicle_0,vehicle,2.0,1
4,12.4,Task_33,UAV_1,UAV_0,uav,1.0,2
4,12.4,Task_39,vehicle_1,UAV_0,uav,1.0,2
4,12.4,Task_42,vehicle_3,RSU_0,rsu,2.0,1
4,12.4,Task_27,UAV_0,UAV_1,uav,2.0,1
4,12.4,Task_48,vehicle_5,vehicle_0,vehicle,2.0,1
4,12.5,Task_58,vehicle_3,RSU_0,rsu,3.0,1
4,12.5,Task_27,UAV_0,UAV_1,uav,3.0,1
4,12.7,Task_61,vehicle_4,vehicle_2,vehicle,2.0,1
4,12.8,Task_61,vehicle_4,vehicle_2,vehicle,2.0,1
4,12.9,Task_61,vehicle_4,vehicle_2,vehicle,2.0,1
4,13.0,Task_49,UAV_0,UAV_1,uav,10.0,1
4,13.0,Task_61,vehicle_4,vehicle_2,vehicle,10.0,1
4,13.0,Task_68,vehicle_8,RSU_2,rsu,10.0,1
4,13.3,Task_69,vehicle_8,RSU_2,rsu,10.0,1
4,13.5,Task_51,UAV_1,UAV_0,uav,3.0,1
4,13.7,Task_54,vehicle_1,UAV_0,uav,3.0,1
4,13.8,Task_54,vehicle_1,UAV_0,uav,1.5,2
4,13.8,Task_55,vehicle_1,UAV_0,uav,1.5,2
4,13.9,Task_55,vehicle_1,UAV_0,uav,3.0,1
4,14.0,Task_55,vehicle_1,UAV_0,uav,2.0,1
4,14.0,Task_64,vehicle_5,vehicle_6,vehicle,2.0,1
4,14.1,Task_64,vehicle_5,vehicle_6,vehicle,2.0,1
4,14.2,Task_59,vehicle_3,RSU_0,rsu,2.0,1
4,14.2,Task_64,vehicle_5,vehicle_6,vehicle,2.0,1
4,14.3,Task_59,vehicle_3,RSU_0,rsu,3.0,1
4,14.3,Task_62,vehicle_4,UAV_1,uav,3.0,1
4,14.4,Task_59,vehicle_3,RSU_0,rsu,3.0,1
4,14.4,Task_62,vehicle_4,UAV_1,uav,3.0,1
4,15.5,Task_56,vehicle_1,UAV_0,uav,2.0,1
